Specimen number (included),2
Modulus (Automatic Young's),"253,111.78885",MPa
Length,"26.00000",mm
Specimen ID,"0031"
Thickness,"2.01700",mm
Width,"10.19100",mm
Tensile stress at Tensile strength,"720.62848",MPa
Tensile strain (Strain 1) at Tensile strength,"0.02817",mm/mm

Time,Extension,Load,Tensile strain (Strain 1),Tensile stress
"10.90000","0.17200","2,946.04712","0.0462","143.3234"
"11.00000","0.17356","2,960.19727","0.0467","144.0118"
"11.10000","0.17550","2,983.04102","0.0469","145.1231"
"11.20000","0.17744","3,004.83203","0.0474","146.1832"
"11.30000","0.17850","3,009.71509","0.0476","146.4208"
"11.40000","0.18006","3,021.04224","0.0480","146.9718"
"11.50000","0.18225","3,054.63306","0.0484","148.6060"
"11.60000","0.18375","3,063.73120","0.0485","149.0486"
"11.70000","0.18525","3,076.93286","0.0487","149.6909"
"11.80000","0.18719","3,098.51172","0.0491","150.7407"
"11.90000","0.18919","3,121.09497","0.0498","151.8393"
"12.00000","0.19031","3,126.94800","0.0496","152.1241"
"12.10000","0.19162","3,134.61499","0.0498","152.4971"
"12.20000","0.19400","3,168.25317","0.0504","154.1336"
"12.30000","0.19544","3,178.63867","0.0510","154.6388"
"12.40000","0.19687","3,189.15063","0.0512","155.1502"
"12.50000","0.19875","3,210.34375","0.0517","156.1812"
"12.60000","0.20087","3,232.55981","0.0521","157.2620"
"12.70000","0.20206","3,242.52832","0.0523","157.7470"
"12.80000","0.20331","3,245.49829","0.0527","157.8915"
"12.90000","0.20562","3,276.58716","0.0532","159.4039"
"13.00000","0.20712","3,291.09399","0.0535","160.1097"
"13.10000","0.20862","3,303.09912","0.0536","160.6937"
"13.20000","0.21037","3,319.60474","0.0538","161.4967"
"13.30000","0.21244","3,341.92700","0.0541","162.5827"
"13.40000","0.21381","3,355.23926","0.0545","163.2303"
"13.50000","0.21494","3,356.69360","0.0545","163.3011"
"13.60000","0.21719","3,385.74951","0.0554","164.7146"
"13.70000","0.21875","3,402.48633","0.0558","165.5289"
"13.80000","0.22031","3,414.31860","0.0562","166.1045"
"13.90000","0.22194","3,429.19678","0.0564","166.8283"
"14.00000","0.22387","3,448.95728","0.0566","167.7896"
"14.10000","0.22562","3,468.93433","0.0570","168.7615"
"14.20000","0.22669","3,468.15698","0.0572","168.7237"
"14.30000","0.22875","3,491.22632","0.0574","169.8460"
"14.40000","0.23050","3,514.26367","0.0579","170.9668"
"14.50000","0.23200","3,522.82568","0.0580","171.3833"
"14.60000","0.23362","3,537.08276","0.0583","172.0769"
"14.70000","0.23556","3,558.16211","0.0590","173.1024"
"14.80000","0.23744","3,579.07202","0.0593","174.1196"
"14.90000","0.23837","3,575.48071","0.0591","173.9449"
"15.00000","0.24019","3,592.35229","0.0596","174.7657"
"15.10000","0.24219","3,621.23804","0.0603","176.1710"
"15.20000","0.24375","3,629.97314","0.0601","176.5959"
"15.30000","0.24525","3,641.10498","0.0602","177.1375"
"15.40000","0.24712","3,661.41089","0.0611","178.1254"
"15.50000","0.24912","3,683.80176","0.0613","179.2147"
"15.60000","0.25012","3,682.16528","0.0614","179.1351"
"15.70000","0.25181","3,695.90063","0.0614","179.8033"
"15.80000","0.25387","3,725.60327","0.0619","181.2483"
"15.90000","0.25544","3,732.77368","0.0622","181.5971"
"16.00000","0.25694","3,743.72314","0.0627","182.1298"
"16.10000","0.25875","3,761.63916","0.0629","183.0014"
"16.20000","0.26081","3,784.77734","0.0636","184.1271"
"16.30000","0.26187","3,785.96899","0.0637","184.1850"
"16.40000","0.26344","3,795.84839","0.0637","184.6657"
"16.50000","0.26556","3,826.93896","0.0642","186.1782"
"16.60000","0.26706","3,833.22021","0.0644","186.4838"
"16.70000","0.26856","3,845.00171","0.0645","187.0569"
"16.80000","0.27044","3,861.87061","0.0647","187.8776"
"16.90000","0.27256","3,884.23120","0.0651","188.9654"
"17.00000","0.27362","3,887.08374","0.0654","189.1042"
"17.10000","0.27500","3,893.31885","0.0657","189.4075"
"17.20000","0.27725","3,924.38916","0.0660","190.9191"
"17.30000","0.27869","3,932.03394","0.0664","191.2910"
"17.40000","0.28037","3,946.37427","0.0667","191.9887"
"17.50000","0.28200","3,958.96436","0.0669","192.6012"
"17.60000","0.28419","3,981.14844","0.0672","193.6804"
"17.70000","0.28544","3,990.26880","0.0674","194.1241"
"17.80000","0.28662","3,992.50342","0.0675","194.2328"
"17.90000","0.28900","4,022.99731","0.0681","195.7163"
"18.00000","0.29044","4,031.84326","0.0685","196.1467"
"18.10000","0.29200","4,043.13281","0.0688","196.6959"
"18.20000","0.29369","4,056.39160","0.0689","197.3409"
"18.30000","0.29575","4,077.81030","0.0696","198.3829"
"18.40000","0.29719","4,091.56836","0.0696","199.0523"
"18.50000","0.29831","4,091.47705","0.0699","199.0478"
"18.60000","0.30056","4,118.33691","0.0703","200.3545"
"18.70000","0.30212","4,131.93066","0.0705","201.0159"
"18.80000","0.30369","4,142.40186","0.0710","201.5253"
"18.90000","0.30525","4,154.25732","0.0711","202.1021"
"19.00000","0.30731","4,175.35938","0.0717","203.1286"
"19.10000","0.30894","4,190.04688","0.0721","203.8432"
"19.20000","0.31000","4,188.86035","0.0718","203.7855"
"19.30000","0.31206","4,210.84375","0.0719","204.8549"
"19.40000","0.31381","4,229.83594","0.0728","205.7789"
"19.50000","0.31537","4,238.77930","0.0731","206.2140"
"19.60000","0.31694","4,248.95898","0.0732","206.7092"
"19.70000","0.31894","4,268.89990","0.0738","207.6793"
"19.80000","0.32069","4,285.22510","0.0739","208.4735"
"19.90000","0.32169","4,281.69727","0.0738","208.3019"
"20.00000","0.32362","4,299.51123","0.0742","209.1686"
"20.10000","0.32544","4,320.68799","0.0746","210.1988"
"20.20000","0.32712","4,329.11084","0.0749","210.6086"
"20.30000","0.32856","4,334.80469","0.0749","210.8856"
"20.40000","0.33050","4,353.47510","0.0754","211.7939"
"20.50000","0.33244","4,370.32666","0.0757","212.6137"
"20.60000","0.33344","4,365.39648","0.0756","212.3738"
"20.70000","0.33525","4,378.23486","0.0758","212.9984"
"20.80000","0.33719","4,402.98633","0.0764","214.2026"
"20.90000","0.33875","4,407.46826","0.0764","214.4206"
"21.00000","0.34019","4,415.72412","0.0765","214.8222"
"21.10000","0.34225","4,432.82764","0.0769","215.6543"
"21.20000","0.34419","4,449.39551","0.0775","216.4603"
"21.30000","0.34519","4,445.83496","0.0774","216.2871"
"21.40000","0.34675","4,454.84912","0.0773","216.7256"
"21.50000","0.34887","4,482.47900","0.0782","218.0698"
"21.60000","0.35044","4,487.33105","0.0781","218.3059"
"21.70000","0.35194","4,495.61572","0.0785","218.7089"
"21.80000","0.35381","4,510.36035","0.0787","219.4262"
"21.90000","0.35581","4,529.79785","0.0791","220.3719"
"22.00000","0.35694","4,529.58545","0.0791","220.3615"
"22.10000","0.35831","4,533.68408","0.0792","220.5609"
"22.20000","0.36062","4,561.64160","0.0798","221.9210"
"22.30000","0.36212","4,568.47949","0.0801","222.2537"
"22.40000","0.36362","4,575.38086","0.0800","222.5894"
"22.50000","0.36544","4,589.18115","0.0804","223.2608"
"22.60000","0.36750","4,608.46631","0.0808","224.1990"
"22.70000","0.36875","4,611.72217","0.0808","224.3574"
"22.80000","0.36994","4,612.71143","0.0809","224.4055"
"22.90000","0.37225","4,638.90137","0.0812","225.6797"
"23.00000","0.37381","4,647.50391","0.0817","226.0982"
"23.10000","0.37531","4,654.93848","0.0815","226.4599"
"23.20000","0.37706","4,666.76221","0.0819","227.0351"
"23.30000","0.37912","4,685.26367","0.0823","227.9352"
"23.40000","0.38050","4,692.84424","0.0830","228.3040"
"23.50000","0.38169","4,692.36035","0.0827","228.2804"
"23.60000","0.38387","4,715.84668","0.0830","229.4230"
"23.70000","0.38550","4,728.65234","0.0834","230.0460"
"23.80000","0.38700","4,735.20264","0.0837","230.3647"
"23.90000","0.38869","4,745.22119","0.0838","230.8521"
"24.00000","0.39069","4,763.04932","0.0842","231.7194"
"24.10000","0.39225","4,774.14648","0.0843","232.2593"
"24.20000","0.39331","4,772.10938","0.0843","232.1602"
"24.30000","0.39544","4,791.71777","0.0847","233.1141"
"24.40000","0.39712","4,807.83105","0.0853","233.8980"
"24.50000","0.39869","4,815.08740","0.0854","234.2510"
"24.60000","0.40031","4,824.81592","0.0854","234.7243"
"24.70000","0.40225","4,841.67920","0.0858","235.5447"
"24.80000","0.40400","4,855.27393","0.0863","236.2061"
"24.90000","0.40506","4,851.07959","0.0861","236.0020"
"25.00000","0.40694","4,865.36377","0.0860","236.6969"
"25.10000","0.40887","4,887.84033","0.0866","237.7904"
"25.20000","0.41031","4,889.48633","0.0866","237.8705"
"25.30000","0.41194","4,898.21484","0.0870","238.2951"
"25.40000","0.41387","4,915.36670","0.0874","239.1295"
"25.50000","0.41581","4,930.94141","0.0876","239.8872"
"25.60000","0.41681","4,925.71240","0.0873","239.6329"
"25.70000","0.41850","4,936.69678","0.0878","240.1672"
"25.80000","0.42056","4,961.73779","0.0883","241.3855"
"25.90000","0.42206","4,964.89893","0.0880","241.5393"
"26.00000","0.42362","4,972.64160","0.0884","241.9159"
"26.10000","0.42556","4,988.12891","0.0888","242.6694"
"26.20000","0.42744","5,002.41309","0.0893","243.3643"
"26.30000","0.42850","4,998.68994","0.0893","243.1832"
"26.40000","0.43006","5,004.32568","0.0894","243.4574"
"26.50000","0.43225","5,031.54688","0.0900","244.7816"
"26.60000","0.43375","5,034.35938","0.0900","244.9185"
"26.70000","0.43531","5,042.60254","0.0900","245.3195"
"26.80000","0.43719","5,057.13916","0.0906","246.0267"
"26.90000","0.43919","5,073.07520","0.0909","246.8020"
"27.00000","0.44031","5,071.78467","0.0908","246.7392"
"27.10000","0.44162","5,074.35938","0.0905","246.8644"
"27.20000","0.44394","5,101.92529","0.0911","248.2055"
"27.30000","0.44544","5,107.44580","0.0918","248.4741"
"27.40000","0.44687","5,112.59375","0.0914","248.7245"
"27.50000","0.44875","5,125.96436","0.0920","249.3750"
"27.60000","0.45087","5,142.66699","0.0925","250.1876"
"27.70000","0.45206","5,146.60645","0.0923","250.3792"
"27.80000","0.45325","5,144.40723","0.0925","250.2722"
"27.90000","0.45562","5,170.94482","0.0929","251.5633"
"28.00000","0.45712","5,180.74707","0.0933","252.0401"
"28.10000","0.45862","5,187.01953","0.0929","252.3453"
"28.20000","0.46037","5,197.81055","0.0934","252.8703"
"28.30000","0.46244","5,215.19824","0.0938","253.7162"
"28.40000","0.46381","5,221.54590","0.0939","254.0250"
"28.50000","0.46494","5,218.14600","0.0938","253.8596"
"28.60000","0.46719","5,240.81738","0.0946","254.9625"
"28.70000","0.46881","5,254.24219","0.0946","255.6156"
"28.80000","0.47037","5,258.31543","0.0950","255.8138"
"28.90000","0.47200","5,266.95020","0.0949","256.2339"
"29.00000","0.47387","5,282.72168","0.0952","257.0011"
"29.10000","0.47562","5,296.69775","0.0956","257.6811"
"29.20000","0.47669","5,290.56885","0.0955","257.3829"
"29.30000","0.47875","5,308.56104","0.0960","258.2582"
"29.40000","0.48050","5,325.93066","0.0961","259.1032"
"29.50000","0.48200","5,329.78125","0.0965","259.2906"
"29.60000","0.48362","5,338.88135","0.0967","259.7333"
"29.70000","0.48556","5,356.09961","0.0970","260.5709"
"29.80000","0.48744","5,371.70264","0.0972","261.3300"
"29.90000","0.48837","5,364.96924","0.0974","261.0024"
"30.00000","0.49019","5,377.77197","0.0972","261.6253"
"30.10000","0.49212","5,400.93066","0.0979","262.7519"
"30.20000","0.49375","5,405.58594","0.0982","262.9784"
"30.30000","0.49525","5,413.25049","0.0983","263.3513"
"30.40000","0.49712","5,427.14600","0.0984","264.0273"
"30.50000","0.49912","5,445.67236","0.0991","264.9286"
"30.60000","0.50012","5,439.29834","0.0989","264.6185"
"30.70000","0.50181","5,448.93164","0.0989","265.0872"
"30.80000","0.50387","5,474.18018","0.0997","266.3155"
"30.90000","0.50544","5,477.26611","0.0994","266.4656"
"31.00000","0.50694","5,483.37451","0.0999","266.7628"
"31.10000","0.50875","5,497.74316","0.1000","267.4618"
"31.20000","0.51087","5,516.24805","0.1004","268.3621"
"31.30000","0.51187","5,513.25488","0.1001","268.2164"
"31.40000","0.51344","5,518.45459","0.1004","268.4694"
"31.50000","0.51562","5,546.45117","0.1011","269.8314"
"31.60000","0.51706","5,547.67578","0.1013","269.8910"
"31.70000","0.51856","5,554.47949","0.1013","270.2220"
"31.80000","0.52044","5,567.02246","0.1016","270.8322"
"31.90000","0.52256","5,585.11523","0.1021","271.7124"
"32.00000","0.52362","5,583.28711","0.1021","271.6234"
"32.10000","0.52500","5,586.10986","0.1019","271.7608"
"32.20000","0.52725","5,612.62598","0.1028","273.0508"
"32.30000","0.52875","5,617.42139","0.1028","273.2841"
"32.40000","0.53025","5,625.49805","0.1031","273.6770"
"32.50000","0.53206","5,637.32959","0.1031","274.2526"
"32.60000","0.53412","5,653.21533","0.1037","275.0254"
"32.70000","0.53544","5,657.16455","0.1037","275.2176"
"32.80000","0.53662","5,655.68506","0.1039","275.1456"
"32.90000","0.53894","5,680.12207","0.1040","276.3344"
"33.00000","0.54050","5,688.19434","0.1044","276.7271"
"33.10000","0.54200","5,695.01318","0.1046","277.0589"
"33.20000","0.54369","5,703.72314","0.1046","277.4826"
"33.30000","0.54569","5,720.09180","0.1051","278.2789"
"33.40000","0.54719","5,730.01416","0.1052","278.7616"
"33.50000","0.54831","5,726.32324","0.1050","278.5821"
"33.60000","0.55056","5,747.23779","0.1059","279.5995"
"33.70000","0.55212","5,759.24658","0.1060","280.1838"
"33.80000","0.55369","5,765.49170","0.1061","280.4876"
"33.90000","0.55531","5,773.35986","0.1064","280.8704"
"34.00000","0.55737","5,791.09863","0.1068","281.7334"
"34.10000","0.55894","5,801.53516","0.1068","282.2411"
"34.20000","0.56000","5,796.09814","0.1066","281.9766"
"34.30000","0.56206","5,815.33447","0.1071","282.9124"
"34.40000","0.56381","5,831.21240","0.1073","283.6849"
"34.50000","0.56537","5,837.44287","0.1077","283.9880"
"34.60000","0.56694","5,844.93115","0.1078","284.3523"
"34.70000","0.56894","5,862.15674","0.1083","285.1903"
"34.80000","0.57069","5,876.70605","0.1085","285.8981"
"34.90000","0.57169","5,872.09570","0.1086","285.6738"
"35.00000","0.57356","5,885.31738","0.1088","286.3170"
"35.10000","0.57556","5,907.30176","0.1091","287.3866"
"35.20000","0.57706","5,912.37842","0.1092","287.6335"
"35.30000","0.57850","5,916.89893","0.1094","287.8535"
"35.40000","0.58050","5,935.02393","0.1097","288.7352"
"35.50000","0.58244","5,951.89062","0.1102","289.5558"
"35.60000","0.58344","5,947.06250","0.1103","289.3209"
"35.70000","0.58519","5,956.28711","0.1105","289.7697"
"35.80000","0.58719","5,981.92041","0.1110","291.0167"
"35.90000","0.58875","5,985.65869","0.1110","291.1986"
"36.00000","0.59019","5,992.78564","0.1110","291.5453"
"36.10000","0.59225","6,010.41504","0.1116","292.4030"
"36.20000","0.59419","6,026.20410","0.1118","293.1711"
"36.30000","0.59519","6,021.36523","0.1116","292.9357"
"36.40000","0.59675","6,028.35205","0.1120","293.2756"
"36.50000","0.59894","6,054.61279","0.1124","294.5532"
"36.60000","0.60044","6,059.60107","0.1128","294.7958"
"36.70000","0.60194","6,065.64307","0.1127","295.0898"
"36.80000","0.60381","6,078.60205","0.1131","295.7202"
"36.90000","0.60581","6,096.31982","0.1134","296.5822"
"37.00000","0.60694","6,095.45703","0.1135","296.5402"
"37.10000","0.60831","6,098.35107","0.1134","296.6810"
"37.20000","0.61062","6,124.22852","0.1140","297.9399"
"37.30000","0.61212","6,129.83691","0.1142","298.2128"
"37.40000","0.61356","6,134.79932","0.1142","298.4542"
"37.50000","0.61544","6,147.47021","0.1142","299.0706"
"37.60000","0.61750","6,165.34473","0.1149","299.9402"
"37.70000","0.61875","6,167.75732","0.1149","300.0576"
"37.80000","0.61994","6,166.53076","0.1149","299.9979"
"37.90000","0.62225","6,192.69092","0.1156","301.2706"
"38.00000","0.62375","6,201.73389","0.1157","301.7105"
"38.10000","0.62531","6,207.84521","0.1157","302.0078"
"38.20000","0.62706","6,219.52734","0.1160","302.5761"
"38.30000","0.62912","6,237.01367","0.1163","303.4268"
"38.40000","0.63044","6,244.88086","0.1168","303.8096"
"38.50000","0.63162","6,242.22900","0.1168","303.6806"
"38.60000","0.63381","6,263.73584","0.1171","304.7269"
"38.70000","0.63550","6,278.39941","0.1174","305.4402"
"38.80000","0.63700","6,283.93604","0.1173","305.7096"
"38.90000","0.63862","6,291.85156","0.1178","306.0947"
"39.00000","0.64069","6,309.63672","0.1185","306.9599"
"39.10000","0.64225","6,321.44580","0.1186","307.5344"
"39.20000","0.64331","6,317.34863","0.1184","307.3351"
"39.30000","0.64544","6,336.40674","0.1189","308.2623"
"39.40000","0.64719","6,353.41699","0.1194","309.0898"
"39.50000","0.64869","6,358.95898","0.1193","309.3594"
"39.60000","0.65031","6,367.68359","0.1191","309.7839"
"39.70000","0.65225","6,384.23486","0.1198","310.5891"
"39.80000","0.65400","6,398.03418","0.1201","311.2604"
"39.90000","0.65506","6,394.51465","0.1204","311.0892"
"40.00000","0.65694","6,407.79150","0.1205","311.7351"
"40.10000","0.65881","6,429.80957","0.1212","312.8062"
"40.20000","0.66037","6,435.73486","0.1210","313.0945"
"40.30000","0.66194","6,443.91797","0.1213","313.4926"
"40.40000","0.66387","6,460.49463","0.1214","314.2991"
"40.50000","0.66575","6,475.83154","0.1218","315.0452"
"40.60000","0.66675","6,470.33594","0.1222","314.7778"
"40.70000","0.66844","6,479.90723","0.1220","315.2435"
"40.80000","0.67056","6,505.37109","0.1226","316.4823"
"40.90000","0.67206","6,509.33545","0.1225","316.6751"
"41.00000","0.67362","6,516.92090","0.1230","317.0442"
"41.10000","0.67550","6,532.22852","0.1234","317.7889"
"41.20000","0.67744","6,547.25879","0.1234","318.5201"
"41.30000","0.67850","6,546.53369","0.1235","318.4848"
"41.40000","0.68006","6,551.75879","0.1235","318.7390"
"41.50000","0.68225","6,579.11670","0.1240","320.0699"
"41.60000","0.68375","6,583.31006","0.1241","320.2740"
"41.70000","0.68525","6,591.58252","0.1243","320.6764"
"41.80000","0.68719","6,607.12402","0.1249","321.4325"
"41.90000","0.68925","6,625.01953","0.1252","322.3031"
"42.00000","0.69031","6,624.30322","0.1252","322.2682"
"42.10000","0.69169","6,626.51416","0.1255","322.3758"
"42.20000","0.69394","6,653.01904","0.1259","323.6653"
"42.30000","0.69544","6,661.66992","0.1261","324.0861"
"42.40000","0.69694","6,668.64209","0.1261","324.4253"
"42.50000","0.69881","6,682.55518","0.1261","325.1022"
"42.60000","0.70081","6,699.30518","0.1263","325.9171"
"42.70000","0.70206","6,703.73438","0.1266","326.1325"
"42.80000","0.70325","6,701.87305","0.1269","326.0420"
"42.90000","0.70562","6,726.57324","0.1272","327.2436"
"43.00000","0.70719","6,739.45020","0.1278","327.8701"
"43.10000","0.70862","6,743.54150","0.1279","328.0691"
"43.20000","0.71037","6,755.69775","0.1281","328.6605"
"43.30000","0.71237","6,771.43164","0.1285","329.4260"
"43.40000","0.71381","6,782.61133","0.1288","329.9698"
"43.50000","0.71494","6,778.61670","0.1286","329.7755"
"43.60000","0.71725","6,801.12402","0.1291","330.8705"
"43.70000","0.71881","6,814.79785","0.1294","331.5357"
"43.80000","0.72025","6,819.97754","0.1296","331.7877"
"43.90000","0.72194","6,830.45752","0.1297","332.2975"
"44.00000","0.72394","6,846.67529","0.1302","333.0865"
"44.10000","0.72562","6,863.12256","0.1304","333.8867"
"44.20000","0.72669","6,857.32373","0.1304","333.6046"
"44.30000","0.72875","6,873.92480","0.1308","334.4122"
"44.40000","0.73050","6,892.61865","0.1311","335.3216"
"44.50000","0.73200","6,899.12744","0.1313","335.6383"
"44.60000","0.73362","6,908.46875","0.1317","336.0927"
"44.70000","0.73562","6,926.14697","0.1319","336.9528"
"44.80000","0.73737","6,941.50244","0.1324","337.6998"
"44.90000","0.73837","6,936.19189","0.1322","337.4414"
"45.00000","0.74019","6,948.90234","0.1325","338.0598"
"45.10000","0.74219","6,974.15234","0.1331","339.2882"
"45.20000","0.74375","6,979.93018","0.1330","339.5693"
"45.30000","0.74525","6,987.91162","0.1335","339.9576"
"45.40000","0.74706","7,002.97119","0.1336","340.6902"
"45.50000","0.74912","7,022.01953","0.1340","341.6169"
"45.60000","0.75012","7,018.92432","0.1337","341.4663"
"45.70000","0.75175","7,025.59277","0.1343","341.7907"
"45.80000","0.75394","7,055.37061","0.1347","343.2394"
"45.90000","0.75537","7,057.48877","0.1347","343.3425"
"46.00000","0.75687","7,066.30420","0.1351","343.7713"
"46.10000","0.75875","7,081.12842","0.1351","344.4925"
"46.20000","0.76081","7,100.25000","0.1356","345.4228"
"46.30000","0.76187","7,099.87207","0.1358","345.4044"
"46.40000","0.76344","7,104.59180","0.1360","345.6340"
"46.50000","0.76556","7,130.68408","0.1363","346.9034"
"46.60000","0.76706","7,136.03418","0.1365","347.1636"
"46.70000","0.76862","7,145.29980","0.1366","347.6144"
"46.80000","0.77050","7,158.71924","0.1371","348.2672"
"46.90000","0.77256","7,177.31055","0.1374","349.1717"
