Specimen number (included),4
Modulus (Automatic Young's),"260,333.27229",MPa
Length,"26.00000",mm
Specimen ID,"0032"
Thickness,"2.01300",mm
Width,"10.16600",mm
Tensile stress at Tensile strength,"782.96729",MPa
Tensile strain (Strain 1) at Tensile strength,"0.03394",mm/mm

Time,Extension,Load,Tensile strain (Strain 1),Tensile stress
"5.90000","0.10031","2,013.79065","0.0268","98.4057"
"6.00000","0.10181","2,029.15723","0.0272","99.1566"
"6.10000","0.10369","2,049.87646","0.0275","100.1691"
"6.20000","0.10575","2,076.88013","0.0279","101.4887"
"6.30000","0.10687","2,085.71436","0.0283","101.9204"
"6.40000","0.10819","2,094.29639","0.0285","102.3397"
"6.50000","0.11050","2,128.97485","0.0292","104.0343"
"6.60000","0.11206","2,143.22534","0.0294","104.7307"
"6.70000","0.11344","2,156.39014","0.0297","105.3740"
"6.80000","0.11525","2,175.90771","0.0299","106.3277"
"6.90000","0.11737","2,202.28467","0.0307","107.6167"
"7.00000","0.11869","2,214.39868","0.0308","108.2086"
"7.10000","0.11981","2,218.83423","0.0306","108.4254"
"7.20000","0.12212","2,250.41406","0.0314","109.9686"
"7.30000","0.12369","2,267.82178","0.0316","110.8192"
"7.40000","0.12519","2,281.70972","0.0318","111.4979"
"7.50000","0.12687","2,298.03247","0.0325","112.2955"
"7.60000","0.12894","2,322.48779","0.0326","113.4905"
"7.70000","0.13037","2,337.84546","0.0329","114.2410"
"7.80000","0.13150","2,341.04956","0.0332","114.3976"
"7.90000","0.13362","2,367.85791","0.0337","115.7076"
"8.00000","0.13537","2,388.76685","0.0341","116.7293"
"8.10000","0.13687","2,401.89404","0.0342","117.3708"
"8.20000","0.13850","2,416.37451","0.0346","118.0784"
"8.30000","0.14050","2,440.01904","0.0350","119.2338"
"8.40000","0.14219","2,458.77222","0.0354","120.1502"
"8.50000","0.14325","2,461.31738","0.0353","120.2746"
"8.60000","0.14525","2,482.83984","0.0358","121.3263"
"8.70000","0.14706","2,507.53540","0.0364","122.5330"
"8.80000","0.14856","2,518.90991","0.0368","123.0889"
"8.90000","0.15019","2,534.08838","0.0368","123.8306"
"9.00000","0.15212","2,557.02148","0.0374","124.9512"
"9.10000","0.15394","2,578.58154","0.0378","126.0048"
"9.20000","0.15494","2,578.71509","0.0379","126.0113"
"9.30000","0.15675","2,597.24512","0.0383","126.9168"
"9.40000","0.15875","2,626.64551","0.0391","128.3535"
"9.50000","0.16025","2,635.31348","0.0389","128.7770"
"9.60000","0.16181","2,649.04712","0.0391","129.4481"
"9.70000","0.16375","2,671.01538","0.0395","130.5216"
"9.80000","0.16575","2,693.49902","0.0401","131.6203"
"9.90000","0.16669","2,693.82812","0.0399","131.6364"
"10.00000","0.16831","2,707.60034","0.0404","132.3094"
"10.10000","0.17044","2,739.22778","0.0409","133.8549"
"10.20000","0.17194","2,747.91602","0.0410","134.2795"
"10.30000","0.17350","2,761.27710","0.0415","134.9324"
"10.40000","0.17537","2,782.36646","0.0417","135.9629"
"10.50000","0.17731","2,802.40674","0.0420","136.9422"
"10.60000","0.17844","2,808.57178","0.0424","137.2435"
"10.70000","0.17987","2,817.11011","0.0425","137.6607"
"10.80000","0.18212","2,850.25488","0.0430","139.2803"
"10.90000","0.18362","2,857.75391","0.0434","139.6468"
"11.00000","0.18512","2,871.36987","0.0435","140.3121"
"11.10000","0.18700","2,890.24609","0.0438","141.2346"
"11.20000","0.18906","2,911.99097","0.0444","142.2971"
"11.30000","0.19025","2,918.09253","0.0445","142.5953"
"11.40000","0.19150","2,923.30127","0.0447","142.8498"
"11.50000","0.19381","2,954.84644","0.0453","144.3913"
"11.60000","0.19531","2,966.57373","0.0454","144.9644"
"11.70000","0.19681","2,977.48901","0.0456","145.4978"
"11.80000","0.19862","2,994.40308","0.0459","146.3243"
"11.90000","0.20075","3,016.76099","0.0469","147.4168"
"12.00000","0.20200","3,025.05518","0.0468","147.8221"
"12.10000","0.20312","3,027.89014","0.0467","147.9607"
"12.20000","0.20544","3,056.49976","0.0474","149.3587"
"12.30000","0.20700","3,071.10278","0.0476","150.0723"
"12.40000","0.20856","3,082.24878","0.0478","150.6169"
"12.50000","0.21025","3,095.89136","0.0482","151.2836"
"12.60000","0.21225","3,116.87646","0.0486","152.3091"
"12.70000","0.21375","3,131.74316","0.0489","153.0355"
"12.80000","0.21481","3,132.20288","0.0489","153.0580"
"12.90000","0.21700","3,157.20850","0.0495","154.2799"
"13.00000","0.21869","3,175.39307","0.0498","155.1685"
"13.10000","0.22019","3,184.44751","0.0499","155.6110"
"13.20000","0.22181","3,198.20410","0.0504","156.2832"
"13.30000","0.22369","3,217.57617","0.0506","157.2298"
"13.40000","0.22556","3,237.62256","0.0513","158.2094"
"13.50000","0.22656","3,235.73584","0.0510","158.1172"
"13.60000","0.22850","3,254.93213","0.0514","159.0553"
"13.70000","0.23037","3,277.19531","0.0518","160.1432"
"13.80000","0.23187","3,285.99658","0.0521","160.5733"
"13.90000","0.23350","3,298.30566","0.0525","161.1748"
"14.00000","0.23544","3,318.92993","0.0528","162.1826"
"14.10000","0.23731","3,338.26123","0.0534","163.1272"
"14.20000","0.23831","3,335.72021","0.0534","163.0031"
"14.30000","0.24000","3,350.78271","0.0535","163.7391"
"14.40000","0.24212","3,379.99536","0.0542","165.1666"
"14.50000","0.24369","3,386.61890","0.0544","165.4903"
"14.60000","0.24512","3,397.74902","0.0546","166.0341"
"14.70000","0.24694","3,414.64404","0.0548","166.8597"
"14.80000","0.24906","3,436.94995","0.0552","167.9497"
"14.90000","0.25006","3,435.73828","0.0555","167.8905"
"15.00000","0.25169","3,446.44336","0.0554","168.4137"
"15.10000","0.25381","3,475.93945","0.0563","169.8550"
"15.20000","0.25531","3,480.52905","0.0563","170.0793"
"15.30000","0.25675","3,491.87671","0.0562","170.6338"
"15.40000","0.25862","3,508.85864","0.0568","171.4636"
"15.50000","0.26075","3,530.04004","0.0572","172.4987"
"15.60000","0.26181","3,531.03394","0.0572","172.5472"
"15.70000","0.26325","3,538.80811","0.0575","172.9271"
"15.80000","0.26544","3,568.01685","0.0583","174.3544"
"15.90000","0.26694","3,574.08496","0.0584","174.6510"
"16.00000","0.26850","3,586.21558","0.0583","175.2437"
"16.10000","0.27031","3,601.46313","0.0588","175.9888"
"16.20000","0.27244","3,621.88403","0.0592","176.9867"
"16.30000","0.27356","3,626.19434","0.0595","177.1973"
"16.40000","0.27487","3,629.97046","0.0594","177.3819"
"16.50000","0.27712","3,657.96680","0.0600","178.7499"
"16.60000","0.27869","3,666.88062","0.0604","179.1855"
"16.70000","0.28025","3,678.32446","0.0604","179.7447"
"16.80000","0.28194","3,691.36865","0.0608","180.3822"
"16.90000","0.28387","3,706.79785","0.0611","181.1361"
"17.00000","0.28537","3,721.10132","0.0612","181.8351"
"17.10000","0.28656","3,720.35278","0.0614","181.7985"
"17.20000","0.28887","3,748.10327","0.0619","183.1545"
"17.30000","0.29031","3,756.50439","0.0621","183.5651"
"17.40000","0.29181","3,765.07446","0.0620","183.9839"
"17.50000","0.29350","3,776.78003","0.0623","184.5559"
"17.60000","0.29556","3,794.99536","0.0631","185.4460"
"17.70000","0.29712","3,807.27173","0.0628","186.0459"
"17.80000","0.29825","3,803.91968","0.0632","185.8821"
"17.90000","0.30037","3,825.67603","0.0633","186.9452"
"18.00000","0.30200","3,838.90649","0.0638","187.5917"
"18.10000","0.30356","3,846.92188","0.0641","187.9834"
"18.20000","0.30512","3,855.59473","0.0642","188.4072"
"18.30000","0.30719","3,874.93555","0.0648","189.3523"
"18.40000","0.30881","3,887.10791","0.0648","189.9471"
"18.50000","0.30987","3,882.55762","0.0649","189.7248"
"18.60000","0.31187","3,901.03760","0.0651","190.6278"
"18.70000","0.31369","3,919.98364","0.0653","191.5536"
"18.80000","0.31525","3,925.58936","0.0655","191.8276"
"18.90000","0.31681","3,934.06201","0.0657","192.2416"
"19.00000","0.31875","3,949.19482","0.0661","192.9811"
"19.10000","0.32062","3,965.80688","0.0663","193.7928"
"19.20000","0.32162","3,960.06470","0.0665","193.5122"
"19.30000","0.32344","3,973.38818","0.0662","194.1633"
"19.40000","0.32544","3,995.78174","0.0669","195.2576"
"19.50000","0.32700","3,999.05591","0.0672","195.4176"
"19.60000","0.32844","4,007.16113","0.0672","195.8136"
"19.70000","0.33037","4,024.31909","0.0675","196.6521"
"19.80000","0.33237","4,041.98047","0.0678","197.5151"
"19.90000","0.33337","4,036.98877","0.0677","197.2712"
"20.00000","0.33500","4,047.13794","0.0683","197.7672"
"20.10000","0.33706","4,072.81177","0.0686","199.0217"
"20.20000","0.33862","4,076.96191","0.0688","199.2245"
"20.30000","0.34012","4,084.15430","0.0684","199.5760"
"20.40000","0.34212","4,100.68506","0.0690","200.3838"
"20.50000","0.34406","4,116.98535","0.0697","201.1803"
"20.60000","0.34506","4,112.77588","0.0696","200.9746"
"20.70000","0.34656","4,118.92725","0.0699","201.2752"
"20.80000","0.34881","4,146.90625","0.0703","202.6424"
"20.90000","0.35037","4,150.57129","0.0702","202.8215"
"21.00000","0.35181","4,157.95654","0.0703","203.1824"
"21.10000","0.35362","4,171.14307","0.0706","203.8268"
"21.20000","0.35575","4,190.21924","0.0710","204.7589"
"21.30000","0.35687","4,191.68066","0.0711","204.8304"
"21.40000","0.35819","4,194.26367","0.0713","204.9566"
"21.50000","0.36050","4,221.81250","0.0718","206.3028"
"21.60000","0.36206","4,228.37500","0.0720","206.6235"
"21.70000","0.36344","4,234.20801","0.0719","206.9085"
"21.80000","0.36525","4,245.88281","0.0724","207.4790"
"21.90000","0.36737","4,265.49316","0.0726","208.4373"
"22.00000","0.36862","4,267.88135","0.0729","208.5540"
"22.10000","0.36987","4,268.36475","0.0730","208.5776"
"22.20000","0.37212","4,293.58789","0.0733","209.8102"
"22.30000","0.37369","4,302.38379","0.0731","210.2400"
"22.40000","0.37519","4,309.51855","0.0734","210.5886"
"22.50000","0.37694","4,320.26318","0.0741","211.1137"
"22.60000","0.37900","4,336.95996","0.0741","211.9296"
"22.70000","0.38044","4,344.96826","0.0740","212.3209"
"22.80000","0.38150","4,341.90576","0.0745","212.1712"
"22.90000","0.38369","4,363.86230","0.0747","213.2442"
"23.00000","0.38537","4,376.61963","0.0746","213.8676"
"23.10000","0.38687","4,382.63965","0.0751","214.1617"
"23.20000","0.38850","4,391.56592","0.0754","214.5979"
"23.30000","0.39050","4,408.04492","0.0758","215.4032"
"23.40000","0.39219","4,420.67090","0.0758","216.0202"
"23.50000","0.39319","4,417.63330","0.0759","215.8717"
"23.60000","0.39519","4,433.92822","0.0760","216.6680"
"23.70000","0.39700","4,451.23584","0.0765","217.5138"
"23.80000","0.39856","4,456.36084","0.0768","217.7642"
"23.90000","0.40019","4,464.90137","0.0768","218.1815"
"24.00000","0.40206","4,480.62158","0.0771","218.9497"
"24.10000","0.40394","4,492.77490","0.0773","219.5436"
"24.20000","0.40494","4,486.28613","0.0769","219.2265"
"24.30000","0.40675","4,498.48975","0.0774","219.8229"
"24.40000","0.40875","4,520.61816","0.0782","220.9042"
"24.50000","0.41025","4,524.53271","0.0779","221.0955"
"24.60000","0.41175","4,530.98730","0.0783","221.4109"
"24.70000","0.41375","4,548.30664","0.0784","222.2572"
"24.80000","0.41569","4,562.89551","0.0791","222.9701"
"24.90000","0.41669","4,557.25342","0.0787","222.6944"
"25.00000","0.41831","4,565.55078","0.0789","223.0999"
"25.10000","0.42044","4,590.69922","0.0794","224.3288"
"25.20000","0.42194","4,592.26514","0.0794","224.4053"
"25.30000","0.42350","4,599.54590","0.0797","224.7611"
"25.40000","0.42544","4,614.55615","0.0797","225.4946"
"25.50000","0.42737","4,627.29541","0.0799","226.1171"
"25.60000","0.42844","4,626.41211","0.0802","226.0739"
"25.70000","0.42987","4,630.00830","0.0805","226.2496"
"25.80000","0.43212","4,657.16650","0.0805","227.5768"
"25.90000","0.43362","4,658.81250","0.0809","227.6572"
"26.00000","0.43512","4,665.56543","0.0808","227.9872"
"26.10000","0.43706","4,679.09961","0.0811","228.6485"
"26.20000","0.43912","4,694.31445","0.0817","229.3920"
"26.30000","0.44025","4,693.81104","0.0815","229.3674"
"26.40000","0.44150","4,694.95508","0.0816","229.4233"
"26.50000","0.44375","4,720.57568","0.0822","230.6753"
"26.60000","0.44531","4,726.60205","0.0824","230.9698"
"26.70000","0.44681","4,731.94775","0.0823","231.2310"
"26.80000","0.44862","4,742.90234","0.0828","231.7663"
"26.90000","0.45069","4,757.66797","0.0829","232.4879"
"27.00000","0.45200","4,761.16016","0.0832","232.6585"
"27.10000","0.45312","4,758.48926","0.0829","232.5280"
"27.20000","0.45537","4,780.78369","0.0835","233.6174"
"27.30000","0.45706","4,793.33984","0.0838","234.2310"
"27.40000","0.45856","4,797.18164","0.0839","234.4187"
"27.50000","0.46025","4,805.94482","0.0843","234.8470"
"27.60000","0.46225","4,821.09814","0.0846","235.5874"
"27.70000","0.46381","4,831.02832","0.0847","236.0727"
"27.80000","0.46481","4,826.16260","0.0844","235.8349"
"27.90000","0.46706","4,847.13428","0.0848","236.8597"
"28.00000","0.46869","4,859.55078","0.0852","237.4664"
"28.10000","0.47019","4,863.02881","0.0852","237.6364"
"28.20000","0.47181","4,871.85645","0.0854","238.0678"
"28.30000","0.47375","4,887.21387","0.0855","238.8182"
"28.40000","0.47556","4,901.96777","0.0861","239.5392"
"28.50000","0.47656","4,895.61230","0.0860","239.2286"
"28.60000","0.47856","4,911.27051","0.0863","239.9938"
"28.70000","0.48037","4,928.61182","0.0869","240.8412"
"28.80000","0.48187","4,932.67041","0.0868","241.0395"
"28.90000","0.48350","4,941.22314","0.0871","241.4574"
"29.00000","0.48544","4,956.42969","0.0874","242.2005"
"29.10000","0.48731","4,968.83887","0.0876","242.8069"
"29.20000","0.48825","4,962.30908","0.0873","242.4878"
"29.30000","0.49000","4,972.63086","0.0880","242.9922"
"29.40000","0.49206","4,996.90186","0.0881","244.1782"
"29.50000","0.49369","5,000.60156","0.0882","244.3590"
"29.60000","0.49519","5,007.70215","0.0883","244.7060"
"29.70000","0.49694","5,019.19189","0.0885","245.2675"
"29.80000","0.49906","5,036.91016","0.0891","246.1333"
"29.90000","0.50006","5,031.67822","0.0889","245.8776"
"30.00000","0.50169","5,038.78711","0.0889","246.2250"
"30.10000","0.50387","5,063.70361","0.0893","247.4426"
"30.20000","0.50525","5,063.58350","0.0895","247.4367"
"30.30000","0.50675","5,070.28125","0.0897","247.7640"
"30.40000","0.50862","5,083.47021","0.0896","248.4085"
"30.50000","0.51081","5,100.59521","0.0902","249.2453"
"30.60000","0.51181","5,097.16748","0.0903","249.0778"
"30.70000","0.51331","5,101.18848","0.0905","249.2743"
"30.80000","0.51550","5,126.90137","0.0909","250.5308"
"30.90000","0.51694","5,128.87305","0.0910","250.6271"
"31.00000","0.51850","5,136.42773","0.0914","250.9963"
"31.10000","0.52037","5,148.87549","0.0911","251.6046"
"31.20000","0.52244","5,165.63135","0.0917","252.4234"
"31.30000","0.52356","5,163.82568","0.0916","252.3351"
"31.40000","0.52487","5,165.36328","0.0920","252.4103"
"31.50000","0.52712","5,190.93701","0.0922","253.6599"
"31.60000","0.52869","5,196.18457","0.0923","253.9164"
"31.70000","0.53019","5,203.44434","0.0925","254.2711"
"31.80000","0.53194","5,211.92383","0.0927","254.6855"
"31.90000","0.53387","5,225.28027","0.0930","255.3382"
"32.00000","0.53531","5,233.39648","0.0930","255.7348"
"32.10000","0.53650","5,229.83838","0.0933","255.5609"
"32.20000","0.53887","5,253.37207","0.0938","256.7109"
"32.30000","0.54031","5,259.43164","0.0937","257.0070"
"32.40000","0.54187","5,266.78613","0.0938","257.3664"
"32.50000","0.54350","5,275.30762","0.0942","257.7828"
"32.60000","0.54550","5,290.23584","0.0943","258.5123"
"32.70000","0.54712","5,302.68164","0.0944","259.1205"
"32.80000","0.54825","5,296.61182","0.0947","258.8239"
"32.90000","0.55037","5,316.18506","0.0951","259.7803"
"33.00000","0.55200","5,327.24951","0.0955","260.3210"
"33.10000","0.55356","5,334.20605","0.0955","260.6609"
"33.20000","0.55519","5,341.65234","0.0956","261.0248"
"33.30000","0.55725","5,358.54297","0.0960","261.8502"
"33.40000","0.55887","5,369.27148","0.0962","262.3744"
"33.50000","0.55987","5,362.70361","0.0962","262.0535"
"33.60000","0.56187","5,379.68066","0.0965","262.8831"
"33.70000","0.56369","5,397.96680","0.0968","263.7766"
"33.80000","0.56525","5,402.34082","0.0969","263.9904"
"33.90000","0.56681","5,408.69141","0.0970","264.3007"
"34.00000","0.56875","5,424.58984","0.0974","265.0776"
"34.10000","0.57062","5,439.02393","0.0976","265.7830"
"34.20000","0.57162","5,431.96338","0.0974","265.4379"
"34.30000","0.57344","5,443.44092","0.0978","265.9988"
"34.40000","0.57550","5,465.60938","0.0980","267.0821"
"34.50000","0.57687","5,467.10645","0.0984","267.1552"
"34.60000","0.57837","5,472.38135","0.0984","267.4130"
"34.70000","0.58037","5,489.59619","0.0985","268.2542"
"34.80000","0.58231","5,503.97949","0.0993","268.9571"
"34.90000","0.58337","5,498.87988","0.0989","268.7079"
"35.00000","0.58500","5,506.14307","0.0989","269.0628"
"35.10000","0.58712","5,530.35791","0.0997","270.2461"
"35.20000","0.58862","5,533.14551","0.0994","270.3823"
"35.30000","0.59006","5,539.17676","0.0996","270.6770"
"35.40000","0.59212","5,554.56982","0.1003","271.4292"
"35.50000","0.59406","5,570.40967","0.1001","272.2032"
"35.60000","0.59512","5,565.09961","0.1005","271.9438"
"35.70000","0.59662","5,570.35156","0.1007","272.2004"
"35.80000","0.59881","5,596.73975","0.1011","273.4899"
"35.90000","0.60037","5,600.63330","0.1008","273.6801"
"36.00000","0.60187","5,607.14258","0.1013","273.9982"
"36.10000","0.60369","5,620.02881","0.1016","274.6279"
"36.20000","0.60575","5,636.86963","0.1019","275.4509"
"36.30000","0.60687","5,637.97217","0.1017","275.5047"
"36.40000","0.60819","5,639.99854","0.1020","275.6038"
"36.50000","0.61050","5,665.52246","0.1026","276.8510"
"36.60000","0.61206","5,671.51367","0.1024","277.1438"
"36.70000","0.61350","5,677.10059","0.1029","277.4168"
"36.80000","0.61531","5,688.32227","0.1029","277.9651"
"36.90000","0.61737","5,706.62402","0.1034","278.8595"
"37.00000","0.61869","5,710.58594","0.1036","279.0531"
"37.10000","0.61981","5,708.16113","0.1038","278.9346"
"37.20000","0.62206","5,731.18604","0.1038","280.0597"
"37.30000","0.62369","5,741.60547","0.1040","280.5689"
"37.40000","0.62519","5,746.92188","0.1039","280.8287"
"37.50000","0.62694","5,757.09619","0.1043","281.3258"
"37.60000","0.62894","5,771.68945","0.1048","282.0389"
"37.70000","0.63037","5,778.73486","0.1050","282.3832"
"37.80000","0.63150","5,775.29639","0.1047","282.2152"
"37.90000","0.63369","5,795.10889","0.1054","283.1834"
"38.00000","0.63537","5,808.81396","0.1054","283.8531"
"38.10000","0.63687","5,814.51660","0.1051","284.1317"
"38.20000","0.63856","5,823.33545","0.1059","284.5627"
"38.30000","0.64050","5,839.13867","0.1059","285.3349"
"38.40000","0.64219","5,852.02002","0.1064","285.9644"
"38.50000","0.64325","5,847.70752","0.1064","285.7536"
"38.60000","0.64525","5,863.43799","0.1066","286.5223"
"38.70000","0.64706","5,881.85400","0.1071","287.4222"
"38.80000","0.64856","5,886.59814","0.1072","287.6541"
"38.90000","0.65019","5,894.50781","0.1075","288.0406"
"39.00000","0.65212","5,910.02539","0.1076","288.7989"
"39.10000","0.65394","5,923.74756","0.1079","289.4694"
"39.20000","0.65494","5,919.23779","0.1080","289.2491"
"39.30000","0.65675","5,930.06982","0.1082","289.7784"
"39.40000","0.65875","5,953.31299","0.1088","290.9142"
"39.50000","0.66025","5,957.77686","0.1087","291.1323"
"39.60000","0.66181","5,964.39258","0.1087","291.4556"
"39.70000","0.66375","5,979.25293","0.1093","292.1817"
"39.80000","0.66569","5,994.71387","0.1094","292.9373"
"39.90000","0.66669","5,988.69678","0.1095","292.6432"
"40.00000","0.66825","5,995.01074","0.1096","292.9518"
"40.10000","0.67044","6,019.99707","0.1101","294.1727"
"40.20000","0.67194","6,021.06494","0.1100","294.2249"
"40.30000","0.67350","6,027.25391","0.1101","294.5273"
"40.40000","0.67531","6,040.51221","0.1105","295.1752"
"40.50000","0.67731","6,054.96924","0.1108","295.8817"
"40.60000","0.67844","6,054.87598","0.1108","295.8771"
"40.70000","0.67994","6,057.38184","0.1110","295.9996"
"40.80000","0.68212","6,083.25684","0.1112","297.2640"
"40.90000","0.68362","6,085.80957","0.1114","297.3887"
"41.00000","0.68512","6,093.24854","0.1118","297.7522"
"41.10000","0.68706","6,107.06787","0.1119","298.4275"
"41.20000","0.68906","6,122.83545","0.1122","299.1980"
"41.30000","0.69025","6,123.44824","0.1122","299.2280"
"41.40000","0.69156","6,123.01514","0.1124","299.2068"
"41.50000","0.69381","6,146.78027","0.1127","300.3681"
"41.60000","0.69531","6,154.19629","0.1130","300.7305"
"41.70000","0.69681","6,159.36426","0.1129","300.9830"
"41.80000","0.69869","6,172.18408","0.1132","301.6095"
"41.90000","0.70069","6,187.54053","0.1134","302.3599"
"42.00000","0.70200","6,193.41846","0.1137","302.6471"
"42.10000","0.70312","6,189.91553","0.1136","302.4760"
"42.20000","0.70544","6,211.94922","0.1142","303.5526"
"42.30000","0.70706","6,224.66699","0.1141","304.1741"
"42.40000","0.70856","6,230.12988","0.1146","304.4411"
"42.50000","0.71019","6,237.72363","0.1146","304.8121"
"42.60000","0.71219","6,253.25879","0.1151","305.5713"
"42.70000","0.71375","6,264.46387","0.1157","306.1188"
"42.80000","0.71481","6,258.56201","0.1153","305.8304"
"42.90000","0.71706","6,279.09473","0.1158","306.8338"
"43.00000","0.71869","6,292.17627","0.1158","307.4730"
"43.10000","0.72019","6,295.08105","0.1163","307.6150"
"43.20000","0.72181","6,304.27246","0.1162","308.0641"
"43.30000","0.72375","6,319.29492","0.1165","308.7982"
"43.40000","0.72556","6,335.43652","0.1168","309.5870"
"43.50000","0.72662","6,328.27002","0.1169","309.2368"
"43.60000","0.72856","6,342.10254","0.1169","309.9127"
"43.70000","0.73037","6,361.65674","0.1178","310.8683"
"43.80000","0.73187","6,366.29834","0.1176","311.0951"
"43.90000","0.73350","6,374.25781","0.1179","311.4840"
"44.00000","0.73550","6,390.69141","0.1183","312.2870"
"44.10000","0.73731","6,404.93799","0.1184","312.9832"
"44.20000","0.73831","6,398.77393","0.1185","312.6820"
"44.30000","0.74000","6,408.47705","0.1187","313.1562"
"44.40000","0.74206","6,433.13525","0.1190","314.3611"
"44.50000","0.74369","6,436.78955","0.1191","314.5397"
"44.60000","0.74519","6,444.75684","0.1194","314.9290"
"44.70000","0.74694","6,456.50830","0.1197","315.5033"
"44.80000","0.74900","6,473.74219","0.1199","316.3454"
"44.90000","0.75006","6,469.12158","0.1199","316.1196"
"45.00000","0.75162","6,475.17285","0.1199","316.4153"
"45.10000","0.75381","6,499.46729","0.1203","317.6025"
"45.20000","0.75525","6,502.47852","0.1206","317.7496"
"45.30000","0.75681","6,508.86572","0.1208","318.0618"
"45.40000","0.75862","6,521.69580","0.1212","318.6887"
"45.50000","0.76069","6,538.68848","0.1212","319.5191"
"45.60000","0.76181","6,539.61768","0.1212","319.5645"
"45.70000","0.76331","6,541.67920","0.1214","319.6652"
"45.80000","0.76544","6,566.38086","0.1218","320.8723"
"45.90000","0.76694","6,570.13721","0.1222","321.0558"
"46.00000","0.76850","6,577.86816","0.1223","321.4336"
"46.10000","0.77037","6,589.51709","0.1223","322.0029"
"46.20000","0.77244","6,606.73438","0.1229","322.8442"
"46.30000","0.77356","6,606.71436","0.1228","322.8432"
"46.40000","0.77487","6,607.38330","0.1229","322.8759"
"46.50000","0.77712","6,632.57764","0.1234","324.1071"
"46.60000","0.77869","6,639.50586","0.1234","324.4456"
"46.70000","0.78025","6,647.16064","0.1238","324.8197"
"46.80000","0.78194","6,656.28516","0.1243","325.2655"
"46.90000","0.78394","6,672.09570","0.1243","326.0381"
"47.00000","0.78537","6,681.31250","0.1246","326.4885"
