Specimen number (included),6
Modulus (Automatic Young's),"158,307.01534",MPa
Length,"26.00000",mm
Specimen ID,"004"
Thickness,"2.02100",mm
Width,"10.14400",mm
Tensile stress at Tensile strength,"190.41145",MPa
Tensile strain (Strain 1) at Tensile strength,"0.02646",mm/mm

Time,Extension,Load,Tensile strain (Strain 1),Tensile stress
"58.75000","0.62162","3,462.25488","2.0671","168.8820"
"58.85000","0.62350","3,474.04492","2.0743","169.4571"
"58.95000","0.62506","3,475.24536","2.0803","169.5157"
"59.05000","0.62662","3,478.67529","2.0863","169.6830"
"59.15000","0.62850","3,487.71069","2.0936","170.1237"
"59.25000","0.63044","3,497.12549","2.1010","170.5830"
"59.35000","0.63144","3,489.14795","2.1049","170.1938"
"59.45000","0.63319","3,495.99390","2.1116","170.5278"
"59.55000","0.63519","3,511.37598","2.1193","171.2781"
"59.65000","0.63675","3,512.70020","2.1253","171.3427"
"59.75000","0.63831","3,515.64282","2.1313","171.4862"
"59.85000","0.64019","3,523.89697","2.1385","171.8888"
"59.95000","0.64212","3,532.42651","2.1460","172.3049"
"60.05000","0.64319","3,527.80176","2.1500","172.0793"
"60.15000","0.64475","3,531.17969","2.1561","172.2441"
"60.25000","0.64694","3,548.57446","2.1645","173.0925"
"60.35000","0.64844","3,547.81299","2.1702","173.0554"
"60.45000","0.64994","3,551.03491","2.1760","173.2126"
"60.55000","0.65181","3,560.29272","2.1832","173.6641"
"60.65000","0.65387","3,568.97852","2.1912","174.0878"
"60.75000","0.65494","3,565.56226","2.1952","173.9212"
"60.85000","0.65644","3,566.29297","2.2010","173.9568"
"60.95000","0.65862","3,584.33325","2.2094","174.8368"
"61.05000","0.66012","3,584.37598","2.2152","174.8389"
"61.15000","0.66162","3,587.43042","2.2210","174.9879"
"61.25000","0.66350","3,595.39941","2.2282","175.3766"
"61.35000","0.66556","3,604.47583","2.2361","175.8193"
"61.45000","0.66675","3,603.14819","2.2407","175.7545"
"61.55000","0.66800","3,600.69092","2.2455","175.6347"
"61.65000","0.67025","3,617.90991","2.2541","176.4746"
"61.75000","0.67175","3,619.73242","2.2599","176.5635"
"61.85000","0.67331","3,623.33032","2.2659","176.7390"
"61.95000","0.67512","3,630.04272","2.2729","177.0664"
"62.05000","0.67706","3,637.65723","2.2803","177.4378"
"62.15000","0.67844","3,639.66162","2.2856","177.5356"
"62.25000","0.67962","3,635.90015","2.2902","177.3521"
"62.35000","0.68194","3,651.48120","2.2991","178.1121"
"62.45000","0.68344","3,655.75586","2.3049","178.3206"
"62.55000","0.68494","3,657.53613","2.3106","178.4075"
"62.65000","0.68675","3,663.78687","2.3176","178.7124"
"62.75000","0.68875","3,673.20581","2.3253","179.1718"
"62.85000","0.69031","3,677.08569","2.3313","179.3611"
"62.95000","0.69137","3,670.90674","2.3354","179.0597"
"63.05000","0.69344","3,683.01685","2.3433","179.6504"
"63.15000","0.69512","3,691.11792","2.3498","180.0455"
"63.25000","0.69662","3,692.76172","2.3556","180.1257"
"63.35000","0.69837","3,697.63232","2.3623","180.3633"
"63.45000","0.70031","3,706.85278","2.3698","180.8130"
"63.55000","0.70206","3,712.81567","2.3765","181.1039"
"63.65000","0.70300","3,705.27173","2.3801","180.7359"
"63.75000","0.70494","3,714.55811","2.3875","181.1889"
"63.85000","0.70687","3,727.79321","2.3950","181.8345"
"63.95000","0.70837","3,727.78540","2.4008","181.8341"
"64.05000","0.71000","3,730.68555","2.4070","181.9756"
"64.15000","0.71181","3,739.82715","2.4140","182.4215"
"64.25000","0.71375","3,747.68677","2.4214","182.8049"
"64.35000","0.71475","3,741.30005","2.4253","182.4933"
"64.45000","0.71656","3,747.08276","2.4323","182.7754"
"64.55000","0.71862","3,762.38647","2.4402","183.5219"
"64.65000","0.72006","3,760.63037","2.4457","183.4362"
"64.75000","0.72162","3,764.37305","2.4517","183.6188"
"64.85000","0.72344","3,772.73682","2.4587","184.0267"
"64.95000","0.72550","3,782.22998","2.4666","184.4898"
"65.05000","0.72656","3,775.87012","2.4707","184.1796"
"65.15000","0.72819","3,778.45801","2.4770","184.3058"
"65.25000","0.73025","3,795.40186","2.4849","185.1323"
"65.35000","0.73175","3,794.69580","2.4907","185.0979"
"65.45000","0.73331","3,797.17285","2.4967","185.2187"
"65.55000","0.73519","3,805.84644","2.5039","185.6418"
"65.65000","0.73731","3,814.50049","2.5121","186.0639"
"65.75000","0.73831","3,808.77417","2.5159","185.7846"
"65.85000","0.73969","3,808.90625","2.5212","185.7910"
"65.95000","0.74200","3,827.99927","2.5301","186.7223"
"66.05000","0.74344","3,827.04321","2.5356","186.6757"
"66.15000","0.74500","3,830.47900","2.5416","186.8433"
"66.25000","0.74675","3,836.09790","2.5484","187.1174"
"66.35000","0.74881","3,844.09985","2.5563","187.5077"
"66.45000","0.75006","3,844.13794","2.5611","187.5096"
"66.55000","0.75137","3,840.83496","2.5662","187.3484"
"66.65000","0.75369","3,858.07446","2.5750","188.1893"
"66.75000","0.75506","3,858.94653","2.5803","188.2319"
"66.85000","0.75656","3,859.55615","2.5861","188.2616"
"66.95000","0.75837","3,867.48315","2.5931","188.6483"
"67.05000","0.76044","3,874.81152","2.6010","189.0058"
"67.15000","0.76181","3,876.99487","2.6063","189.1123"
"67.25000","0.76300","3,870.73340","2.6109","188.8068"
"67.35000","0.76525","3,886.06592","2.6195","189.5547"
"67.45000","0.76675","3,889.17285","2.6253","189.7063"
"67.55000","0.76831","3,892.11597","2.6313","189.8498"
"67.65000","0.77006","3,895.99878","2.6380","190.0392"
"67.75000","0.77206","3,903.62988","2.6457","190.4115"
"67.85000","0.77362","3,902.83276","2.6517","190.3726"
"67.95000","0.77469","3,893.83179","2.6558","189.9335"
"68.05000","0.77681","3,900.71240","2.6640","190.2691"
"68.06600","0.77737","3,686.60913","2.6662","179.8256"
"68.06800","0.77750","3,535.88940","2.6666","172.4738"
"68.07000","0.77762","3,360.24976","2.6671","163.9064"
"68.07200","0.77775","3,165.89771","2.6676","154.4263"
"68.07400","0.77787","2,956.92847","2.6681","144.2332"
"68.07600","0.77800","2,739.09009","2.6686","133.6075"
"68.07800","0.77812","2,517.89771","2.6690","122.8181"
"68.08000","0.77825","2,296.97510","2.6695","112.0420"
